change_id;revision-id;filename;line;start_line;end_line;LOC;message
wireshark~master~Ic0b01c161e659c3ed9dbbd6387fa8960e34d50d3;6162303d7702b8e86e6d76124d9208820d6089a8;.gitlab-ci.yml;186;0;0;    - dpkg-buildpackage -b --no-sign -Jauto > /dev/null 2>&1 || dpkg-buildpackage -b --no-sign --no-pre-clean;The build output is 8M, GL seems limited to 4M. What about just redirecting standard output to /dev/null while preserving stderr? That will contain the most interesting part anyway. _  _ typo: "exceed". Gitlab is capitalized. Might be worth pointing out that Gitlab just truncates the log, it does not appear to fail the build because of that: https://gitlab.com/gitlab-com/support-forum/issues/2790
wireshark~master~Ic0b01c161e659c3ed9dbbd6387fa8960e34d50d3;6162303d7702b8e86e6d76124d9208820d6089a8;.gitlab-ci.yml;186;0;0;    - dpkg-buildpackage -b --no-sign -Jauto > /dev/null 2>&1 || dpkg-buildpackage -b --no-sign --no-pre-clean;Even better, it appears that you can set DH_QUIET=1 to avoid the verbose Makefiles. Can you try that? _  _ Source: _ https://salsa.debian.org/debian/debhelper/blob/master/lib/Debian/Debhelper/Buildsystem/cmake.pm#L92 _ https://manpages.debian.org/buster/debhelper/debhelper.7.en.html
wireshark~master~Ic0b01c161e659c3ed9dbbd6387fa8960e34d50d3;6162303d7702b8e86e6d76124d9208820d6089a8;tools/debian-setup.sh;96;0;0;	lsb-release";Could you do this in a separate patch and include a motivation in the commit message?
wireshark~master~Ic0b01c161e659c3ed9dbbd6387fa8960e34d50d3;71c02406d48693b49f1ac28acaa2ce905f84cefa;.gitlab-ci.yml;178;0;0;# https://about.gitlab.com/2016/10/12/automated-debian-package-build-with-gitlab-ci/;Could you remove these comments? The config is pretty self-explanatory and you have already mentioned it in the commit message
wireshark~master~Ic0b01c161e659c3ed9dbbd6387fa8960e34d50d3;71c02406d48693b49f1ac28acaa2ce905f84cefa;.gitlab-ci.yml;179;0;0;build-debian-deb:;an you follow the names of other sections? E.g.: _  _  build:debian-stable
wireshark~master~Ic0b01c161e659c3ed9dbbd6387fa8960e34d50d3;71c02406d48693b49f1ac28acaa2ce905f84cefa;.gitlab-ci.yml;185;0;0;    - apt-get install -y lsb-release libbrotli-dev;libbrotli-dev is already installed by debian-setup and not needed. For lsb-release, could you create a new patch that adds it to DEBDEPS_LIST? The reason for the dependency is use of lsb_release in debian/rules. It used to be there to handle building for older distros (such as Ubuntu 12.04 precise), but it is currently unused however.
wireshark~master~Ic0b01c161e659c3ed9dbbd6387fa8960e34d50d3;71c02406d48693b49f1ac28acaa2ce905f84cefa;.gitlab-ci.yml;187;0;0;    - dpkg-buildpackage -b --no-sign -J$(nproc) > /dev/null 2>&1 || dpkg-buildpackage -b --no-sign -J$(nproc) --no-pre-clean ;please replace -J$(nproc) by -jauto since we support parallel builds: https://manpages.debian.org/buster/dpkg-dev/dpkg-buildpackage.1.en.html _  _ Why do you build twice?
wireshark~master~I6f0af63900928dba8c667a6a92bb29c8b9277f6a;e2a0d0c2f1d22302f4c98f677e65b8ed8b41bf80;epan/dissectors/packet-f5ethtrailer.c;3266;0;0;                if (ver == 1 && ets_changed) {;I think Petri Dish is going to continue to choke here? _  _ AFAICT this won't be used uninitialized, because if ver == 1, it was assigned a value above.
wireshark~master~I6f0af63900928dba8c667a6a92bb29c8b9277f6a;e2a0d0c2f1d22302f4c98f677e65b8ed8b41bf80;epan/dissectors/packet-f5ethtrailer.c;3266;0;0;                if (ver == 1 && ets_changed) {;set a default value to ets_changed...
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/packet_range.c;216;0;0;        for(framenum = 1_ framenum <= range->cf->count_ framenum++) {;Add space between "for" and "(".
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/packet_range.c;216;0;0;        for(framenum = 1_ framenum <= range->cf->count_ framenum++) {;Done
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/packet_range.c;262;0;0;    if ( range->process == range_process_selected && range->selection_range == NULL ) {;Please don't randomly add space after "(" and before ")", this makes the code harder to read. Follow the convention in the file.
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/packet_range.c;262;0;0;    if ( range->process == range_process_selected && range->selection_range == NULL ) {;Done, just fyi - I don't randomly add them, I am just used to the style in the Qt classes, but I will try to be more careful
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/packet_range.c;262;0;0;    if ( range->process == range_process_selected && range->selection_range == NULL ) {;In the Qt code it seems to be added randomly, and this makes the code harder to read because of inconsistent styles.
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/export_dissection_dialog.cpp;122;0;0;    packet_range_group_box_.initRange(&print_args_.range, range)_;Is range here selRange? The code is a bit hard to read with two different range.
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/export_dissection_dialog.cpp;122;0;0;    packet_range_group_box_.initRange(&print_args_.range, range)_;Ack, has been renamed to selRange here as well
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/main_window.cpp;210;0;0;        frame_data * fdata = 0_;Use "= NULL".
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/main_window.cpp;210;0;0;        frame_data * fdata = 0_;Done
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/main_window.cpp;2892;0;0;QList<int> MainWindow::selectedRows(bool frameNum);"bool useFrameNum" as in packet_list.cpp?
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/main_window.cpp;2892;0;0;QList<int> MainWindow::selectedRows(bool frameNum);Done
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/main_window.h;136;0;0;    QList<int> selectedRows(bool frameNum = false)_;bool useFrameNum
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/main_window.h;136;0;0;    QList<int> selectedRows(bool frameNum = false)_;Done
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/main_window.ui;147;0;0;     <height>21</height>;Is this a needed change?
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/main_window.ui;147;0;0;     <height>21</height>;Nope, seemed to be the designer's doing
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/models/packet_list_model.cpp;229;0;0;        if (!record) continue_;Please add newline before "return", it makes debugging easier.
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/models/packet_list_model.cpp;229;0;0;        if (!record) continue_;Done, but this is continue _-)
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/models/packet_list_model.cpp;232;0;0;        if (!fdata) continue_;Please add newline before "return".
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/models/packet_list_model.cpp;232;0;0;        if (!fdata) continue_;Done
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/models/packet_list_model.cpp;256;0;0;void PacketListModel::toggleFrameIgnore(const QModelIndexList &fm_indeces);This should be &i_indeces to align with other toggleFrame* functions.
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/models/packet_list_model.cpp;256;0;0;void PacketListModel::toggleFrameIgnore(const QModelIndexList &fm_indeces);Done
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/models/packet_list_model.cpp;268;0;0;        if (!record) continue_;Please add newline before "return".
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/models/packet_list_model.cpp;268;0;0;        if (!record) continue_;Done
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/models/packet_list_model.cpp;271;0;0;        if (!fdata) continue_;Please add newline before "return".
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/models/packet_list_model.cpp;271;0;0;        if (!fdata) continue_;Done
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/models/packet_list_model.h;65;0;0;    void toggleFrameIgnore(const QModelIndexList &fm_indeces)_;This should be &i_indeces
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/models/packet_list_model.h;65;0;0;    void toggleFrameIgnore(const QModelIndexList &fm_indeces)_;Just renamed it to indeces
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/packet_list.cpp;1755;0;0;    if (!currentIndex().isValid()) return_;Please add newline before "return", it makes debugging easier.
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/packet_list.cpp;1755;0;0;    if (!currentIndex().isValid()) return_;Done
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/packet_list.cpp;1758;0;0;    if (!ca) return_;Please add newline before "return".
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/packet_list.cpp;1758;0;0;    if (!ca) return_;Done
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/packet_range_group_box.cpp;113;0;0;        pr_ui_->selectedCapturedLabel->setText("0")_;Put this code in the else part of "if (can_select)" block above.
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/packet_range_group_box.cpp;113;0;0;        pr_ui_->selectedCapturedLabel->setText("0")_;Done
wireshark~master~I77960aa1ab1d172a21abfa469baac0cd57f9f9d9;a62c681d2d520f1ccc05c4c2ddfc4b3aeef7cecc;ui/qt/packet_range_group_box.cpp;116;0;0;        pr_ui_->selectedCapturedLabel->setText(QString::number(range_->selection_range_cnt))_;Put this code in the "if (can_select)" block above.
